erv_name	chromosome	start	end	strand	overlap_feature_types	overlapping_transcript_ids	overlapping_gene_ids	overlapping_gene_names	gene_biotypes	strand_overlap	closest_upstream_pc_gene
2626	7	125451470	125458450	-	intron	ENST00000415896,ENST00000453278,ENST00000458437,ENST00000651909,ENST00000657243,ENST00000667489	ENSG00000224897	POT1-AS1	lncRNA	opposite	.
2628	7	125909964	125915741	+	no_overlap	.	.	.	.	none	.
2627	7	125916141	125924862	+	exon and intron	ENST00000411856	ENSG00000197462	.	lncRNA	same	.
2630	7	129578188	129586623	+	no_overlap	.	.	.	.	none	.
2631	7	130312377	130319950	-	intron	ENST00000222482,ENST00000445470,ENST00000493259	ENSG00000128510	CPA4	protein_coding	opposite	.
W-43	7	131820840	131824924	-	no_overlap	.	.	.	.	none	.
2636	7	134548503	134558366	+	exon and intron	ENST00000457545	ENSG00000227471	AKR1B15	protein_coding	same	.
W-109	7	134585421	134593015	+	no_overlap	.	.	.	.	none	.
2637	7	135174032	135184466	+	exon	ENST00000354475,ENST00000423565,ENST00000682802,ENST00000683848,ENST00000683947,ENST00000684322,ENST00000684339,ENST00000682339,ENST00000682759,ENST00000683628,ENST00000684486	ENSG00000105875	WDR91	protein_coding	opposite	.
2639	7	135320870	135324799	-	no_overlap	.	.	.	.	none	.
2640	7	136263316	136264435	-	intron	ENST00000435996,ENST00000445293,ENST00000657456,ENST00000668062,ENST00000668668	ENSG00000232053	.	lncRNA	opposite	.
2641	7	136572739	136579526	-	no_overlap	.	.	.	.	none	.
2643	7	137262566	137268697	-	intron	ENST00000348225,ENST00000393083,ENST00000699293	ENSG00000105894	PTN	protein_coding	same	.
2646	7	138329239	138334531	+	no_overlap	.	.	.	.	none	.
2644	7	138338785	138344410	+	no_overlap	.	.	.	.	none	.
2645	7	138364720	138369293	+	no_overlap	.	.	.	.	none	.
2647	7	138439419	138450594	-	exon	ENST00000399037	ENSG00000214815	IMPDH1P3	processed_pseudogene	opposite	.
2648	7	138556757	138566149	-	intron	ENST00000415680,ENST00000497516,ENST00000343526,ENST00000493595	ENSG00000122779	TRIM24	protein_coding	opposite	.
2649	7	139001241	139007031	+	no_overlap	.	.	.	.	none	.
2650	7	139461618	139468664	+	intron	ENST00000393039,ENST00000340940	ENSG00000188883	KLRG2	protein_coding	opposite	.
2651	7	140655491	140669521	+	exon and intron	ENST00000649584,ENST00000489552	ENSG00000285904,ENSG00000146966	DENND2A	lncRNA,protein_coding	both	.
2653	7	141575646	141584446	-	intron	ENST00000473247,ENST00000648690,ENST00000649790,ENST00000648395,ENST00000465241,ENST00000492693,ENST00000494688,ENST00000495028,ENST00000496784,ENST00000629555,ENST00000647568,ENST00000648068,ENST00000648489,ENST00000649014,ENST00000649286,ENST00000649365,ENST00000649538,ENST00000650006,ENST00000650547,ENST00000649914,ENST00000473884,ENST00000650365	ENSG00000006530	AGK	protein_coding	opposite	.
K-48	7	141751124	141756138	-	intron	ENST00000465582	ENSG00000106028	SSBP1	protein_coding	opposite	.
2658	7	143105116	143110504	+	no_overlap	.	.	.	.	none	.
2662	7	143537703	143543505	-	no_overlap	.	.	.	.	none	.
2663	7	143785955	143793742	+	intron	ENST00000491047,ENST00000702611,ENST00000700950	ENSG00000291149	.	lncRNA	opposite	.
2664	7	144418956	144423209	-	no_overlap	.	.	.	.	none	.
2666	7	146050929	146058791	-	no_overlap	.	.	.	.	none	.
2667	7	146240523	146249184	-	intron	ENST00000361727,ENST00000625365,ENST00000637150	ENSG00000174469	CNTNAP2	protein_coding	opposite	.
2668	7	147601204	147608955	-	intron	ENST00000361727,ENST00000636870,ENST00000637825,ENST00000638117	ENSG00000174469	CNTNAP2	protein_coding	opposite	.
2670	7	148306295	148315615	-	intron	ENST00000361727,ENST00000627772,ENST00000628930,ENST00000636242,ENST00000636870,ENST00000637020	ENSG00000174469	CNTNAP2	protein_coding	opposite	.
2671	7	149640465	149651269	-	no_overlap	.	.	.	.	none	.
W-110	7	149671595	149677221	+	no_overlap	.	.	.	.	none	.
2673	7	150307239	150313286	+	intron	ENST00000477367,ENST00000477871,ENST00000478393,ENST00000683684	ENSG00000106526	ACTR3C	protein_coding	opposite	.
2674	7	150561604	150565847	-	no_overlap	.	.	.	.	none	.
2675	7	150583140	150609982	+	exon	ENST00000603938	ENSG00000271568	.	processed_pseudogene	opposite	.
2677	7	152027504	152035945	-	exon and intron	ENST00000431668,ENST00000423337,ENST00000430044,ENST00000446096,ENST00000447778,ENST00000482812	ENSG00000178234	GALNT11	protein_coding	opposite	.
2676	7	152040018	152043289	-	intron	ENST00000423337,ENST00000430044,ENST00000446096,ENST00000447778,ENST00000482812,ENST00000431668	ENSG00000178234	GALNT11	protein_coding	opposite	.
2679	7	153405750	153413806	-	exon and intron	ENST00000662256,ENST00000454441,ENST00000661522,ENST00000665256,ENST00000665909,ENST00000669370,ENST00000669818,ENST00000670362,ENST00000655449,ENST00000416982,ENST00000665005,ENST00000671302,ENST00000669107,ENST00000653989,ENST00000663904,ENST00000670171,ENST00000666243,ENST00000657245,ENST00000670691,ENST00000661082,ENST00000669109,ENST00000663745,ENST00000667969,ENST00000669410,ENST00000670343,ENST00000658753,ENST00000659532,ENST00000664034,ENST00000664249,ENST00000668024,ENST00000669043,ENST00000658825,ENST00000669159,ENST00000453187,ENST00000647863,ENST00000662979,ENST00000660414,ENST00000662626	ENSG00000234722	LINC01287	lncRNA	same	.
2681	7	155240045	155242738	-	intron	ENST00000702445	ENSG00000290007	.	lncRNA	same	.
2683	8	3235786	3243448	-	intron	ENST00000335551,ENST00000400186,ENST00000520002,ENST00000523387,ENST00000523488,ENST00000602557,ENST00000602723,ENST00000635120	ENSG00000183117	CSMD1	protein_coding	same	.
2687	8	5435370	5442182	-	no_overlap	.	.	.	.	none	.
2689	8	5795686	5801952	-	no_overlap	.	.	.	.	none	.
2688	8	5822581	5831108	-	no_overlap	.	.	.	.	none	.
2690	8	5852518	5857440	-	exon and intron	ENST00000660498	ENSG00000286969	.	lncRNA	same	.
2691	8	5874492	5880011	-	no_overlap	.	.	.	.	none	.
2692	8	6924880	6936329	+	exon and intron	ENST00000297436,ENST00000526235,ENST00000297435	ENSG00000164822,ENSG00000254625,ENSG00000164821	DEFA6,DEFA4	protein_coding,lncRNA	both	.
2696	8	7069007	7080994	+	no_overlap	.	.	.	.	none	.
2699	8	7152779	7159835	-	exon and intron	ENST00000641436,ENST00000641821,ENST00000649959	ENSG00000290357	.	lncRNA	opposite	.
2698	8	7241362	7253747	-	exon	ENST00000443450	ENSG00000177306	OR7E125P	unprocessed_pseudogene	same	.
2703	8	7402289	7408615	+	no_overlap	.	.	.	.	none	.
K-7	8	7497873	7507337	-	intron	ENST00000355602	ENSG00000198129	DEFB107B	protein_coding	opposite	.
2706	8	7585832	7598268	+	exon	ENST00000494376	ENSG00000233176	OR7E157P	unprocessed_pseudogene	same	.
2710	8	7706517	7713055	-	no_overlap	.	.	.	.	none	.
2715	8	7903214	7909304	-	no_overlap	.	.	.	.	none	.
2716	8	8033824	8046265	+	exon	ENST00000530816	ENSG00000227013	OR7E96P	unprocessed_pseudogene	same	.
2718	8	8127798	8133981	+	intron	ENST00000641813,ENST00000642083,ENST00000641338	ENSG00000284606	.	lncRNA	same	.
2721	8	8171832	8181319	+	exon and intron	ENST00000641338,ENST00000641813,ENST00000509557,ENST00000642083,ENST00000519726	ENSG00000284606,ENSG00000249188,ENSG00000253893	ENPP7P1,FAM85B	lncRNA,transcribed_unprocessed_pseudogene	both	.
K-38	8	8197176	8206699	+	exon and intron	ENST00000642083,ENST00000509557,ENST00000519726	ENSG00000284606,ENSG00000249188,ENSG00000253893	ENPP7P1,FAM85B	lncRNA,transcribed_unprocessed_pseudogene	both	.
2724	8	9058880	9065201	-	exon and intron	ENST00000522258,ENST00000520332,ENST00000522612,ENST00000518663	ENSG00000104626	ERI1	protein_coding	opposite	.
2727	8	9799846	9814148	+	no_overlap	.	.	.	.	none	.
2729	8	10571063	10578532	+	no_overlap	.	.	.	.	none	.
2730	8	11901863	11910668	-	no_overlap	.	.	.	.	none	.
2731	8	11931841	11936717	-	exon and intron	ENST00000641994,ENST00000666643	ENSG00000290828,ENSG00000287755	.	lncRNA	same	.
2732	8	12037971	12041523	-	no_overlap	.	.	.	.	none	.
2734	8	12216468	12225829	-	no_overlap	.	.	.	.	none	.
2735	8	12284536	12288088	-	no_overlap	.	.	.	.	none	.
HERVK-26	8	12458982	12468498	-	exon and intron	ENST00000641618,ENST00000529817	ENSG00000283674,ENSG00000255549	ENPP7P6	lncRNA,transcribed_unprocessed_pseudogene	same	.
2737	8	12484547	12494314	-	exon and intron	ENST00000660816,ENST00000529817,ENST00000641618	ENSG00000283674,ENSG00000255549	ENPP7P6	lncRNA,transcribed_unprocessed_pseudogene	same	.
2741	8	12688389	12691931	-	no_overlap	.	.	.	.	none	.
2740	8	12706877	12713376	-	no_overlap	.	.	.	.	none	.
2744	8	17907210	17916624	-	exon and intron	ENST00000519038,ENST00000667767,ENST00000398056	ENSG00000254054,ENSG00000104760	FGL1	lncRNA,protein_coding	both	.
2745	8	18104718	18109311	-	exon and intron	ENST00000659561	ENSG00000286542	.	lncRNA	opposite	.
2748	8	20157535	20165620	+	exon and intron	ENST00000276373,ENST00000381608,ENST00000437980,ENST00000440926,ENST00000517776,ENST00000265808,ENST00000519026	ENSG00000036565	SLC18A1	protein_coding	opposite	.
2749	8	23416107	23422118	+	intron	ENST00000520871,ENST00000356206,ENST00000524075,ENST00000524144,ENST00000518471,ENST00000521321	ENSG00000134013,ENSG00000197217	LOXL2,ENTPD4	protein_coding	opposite	.
2750	8	24235764	24242893	+	no_overlap	.	.	.	.	none	.
2754	8	27491922	27497770	-	exon and intron	ENST00000523827,ENST00000517536,ENST00000518328,ENST00000518379,ENST00000520623,ENST00000521400,ENST00000521684,ENST00000520666,ENST00000380476,ENST00000521780	ENSG00000120915	EPHX2	protein_coding	opposite	.
2755	8	29306711	29313100	+	intron	ENST00000686912,ENST00000701393,ENST00000701969	ENSG00000288735	.	lncRNA	opposite	.
2756	8	30146005	30151857	-	intron	ENST00000520739	ENSG00000104660	LEPROTL1	protein_coding	opposite	.
2758	8	30729084	30733486	+	exon and intron	ENST00000620074,ENST00000522968,ENST00000616306	ENSG00000104691	UBXN8	protein_coding	same	.
2761	8	35932082	35939163	+	intron	ENST00000654426,ENST00000523748	ENSG00000253452	.	lncRNA	same	.
2763	8	35951598	35960032	+	intron	ENST00000523748,ENST00000654426	ENSG00000253452	.	lncRNA	same	.
2764	8	36459508	36471815	-	intron	ENST00000651399,ENST00000656455	ENSG00000253363	.	lncRNA	same	.
2765	8	37996557	38004368	-	no_overlap	.	.	.	.	none	.
2766	8	38081998	38091940	-	exon and intron	ENST00000668779	ENSG00000286677	.	lncRNA	opposite	.
2770	8	39478336	39487862	+	intron	ENST00000497806,ENST00000481351,ENST00000461344,ENST00000474764,ENST00000484602,ENST00000495171,ENST00000460383,ENST00000490268	ENSG00000197475	ADAM3A	transcribed_unitary_pseudogene	opposite	.
2773	8	39846610	39853011	-	no_overlap	.	.	.	.	none	.
2772	8	39876225	39885447	-	no_overlap	.	.	.	.	none	.
2776	8	41590932	41598326	-	exon and intron	ENST00000519853,ENST00000521184,ENST00000521121,ENST00000520258,ENST00000520223,ENST00000396987	ENSG00000158669	GPAT4	protein_coding	opposite	.
2777	8	42559882	42568267	-	no_overlap	.	.	.	.	none	.
2781	8	43551324	43561237	-	no_overlap	.	.	.	.	none	.
2782	8	43694278	43702581	-	no_overlap	.	.	.	.	none	.
2787	8	43882269	43886722	-	no_overlap	.	.	.	.	none	.
2788	8	43892848	43898868	+	no_overlap	.	.	.	.	none	.
K-62	8	46264026	46272039	-	no_overlap	.	.	.	.	none	.
2793	8	46278030	46285062	+	no_overlap	.	.	.	.	none	.
2795	8	46481067	46494142	-	no_overlap	.	.	.	.	none	.
2797	8	46580573	46589401	+	intron	ENST00000518311,ENST00000641977,ENST00000641735,ENST00000641079	ENSG00000248498,ENSG00000290398	ASNSP1	transcribed_unprocessed_pseudogene,lncRNA	opposite	.
2798	8	46651493	46655372	+	no_overlap	.	.	.	.	none	.
2800	8	46876731	46882691	+	intron	ENST00000659403	ENSG00000253314	LINC00293	lncRNA	same	.
2804	8	47989116	47999250	-	no_overlap	.	.	.	.	none	.
2807	8	48232825	48242753	-	no_overlap	.	.	.	.	none	.
2806	8	48244514	48250517	-	no_overlap	.	.	.	.	none	.
2809	8	48962288	48966436	+	no_overlap	.	.	.	.	none	.
2812	8	49094699	49104433	+	intron	ENST00000657689	ENSG00000253474	.	lncRNA	same	.
2814	8	49419757	49426333	+	no_overlap	.	.	.	.	none	.
2813	8	49427135	49435527	+	no_overlap	.	.	.	.	none	.
2815	8	49649764	49656979	-	no_overlap	.	.	.	.	none	.
2817	8	51288814	51299170	-	intron	ENST00000521294	ENSG00000253664	.	lncRNA	opposite	.
2819	8	52954384	52962576	+	no_overlap	.	.	.	.	none	.
2820	8	52980994	52983546	-	no_overlap	.	.	.	.	none	.
2821	8	53068947	53077280	-	no_overlap	.	.	.	.	none	.
2822	8	53136329	53143376	-	no_overlap	.	.	.	.	none	.
2823	8	53367142	53379617	-	no_overlap	.	.	.	.	none	.
2825	8	53435275	53443086	-	intron	ENST00000654917,ENST00000656889,ENST00000659344,ENST00000664464,ENST00000664528,ENST00000664678,ENST00000667742,ENST00000653150,ENST00000655683,ENST00000656472,ENST00000658739,ENST00000663629,ENST00000665810,ENST00000670087,ENST00000671233,ENST00000688763,ENST00000701991,ENST00000521558,ENST00000653042,ENST00000654162,ENST00000655800,ENST00000663011,ENST00000665614,ENST00000701398,ENST00000654138	ENSG00000253369	.	lncRNA	same	.
2824	8	53459436	53468954	+	intron	ENST00000654917,ENST00000656889,ENST00000659344,ENST00000664464,ENST00000664528,ENST00000664678,ENST00000667742,ENST00000653150,ENST00000655683,ENST00000656472,ENST00000658739,ENST00000663629,ENST00000665810,ENST00000670087,ENST00000671233,ENST00000688763,ENST00000701991,ENST00000521558,ENST00000653042,ENST00000654162,ENST00000655800,ENST00000663011,ENST00000665614,ENST00000701398,ENST00000654138	ENSG00000253369	.	lncRNA	opposite	.
2826	8	53482830	53488850	+	exon and intron	ENST00000664678,ENST00000663011,ENST00000521558,ENST00000667742,ENST00000656889,ENST00000671233,ENST00000653042,ENST00000654162,ENST00000663629,ENST00000665810,ENST00000655800,ENST00000658739,ENST00000659344,ENST00000665614,ENST00000701991,ENST00000655683,ENST00000654138,ENST00000654917,ENST00000656472,ENST00000664464,ENST00000701398,ENST00000653150,ENST00000664528,ENST00000688763,ENST00000670087	ENSG00000253369	.	lncRNA	opposite	.
2827	8	53617094	53624085	+	no_overlap	.	.	.	.	none	.
2828	8	53731263	53737231	+	intron	ENST00000522159,ENST00000355221,ENST00000359530,ENST00000396774,ENST00000518072,ENST00000520188,ENST00000523899,ENST00000524164,ENST00000523343	ENSG00000047249	ATP6V1H	protein_coding	opposite	.
2829	8	54070287	54074793	+	exon and intron	ENST00000523009,ENST00000522007,ENST00000519272,ENST00000521898,ENST00000520896,ENST00000316963,ENST00000343231,ENST00000517297,ENST00000518546,ENST00000519926,ENST00000521352,ENST00000618741,ENST00000618914,ENST00000519891	ENSG00000254274,ENSG00000120992	TDGF1P5,LYPLA1	processed_pseudogene,protein_coding	both	.
2830	8	55706201	55715876	+	intron	ENST00000522470	ENSG00000167904	TMEM68	protein_coding	opposite	.
2832	8	57456588	57462356	+	no_overlap	.	.	.	.	none	.
2836	8	59778043	59788481	+	no_overlap	.	.	.	.	none	.
2837	8	60305357	60312325	-	intron	ENST00000530725	ENSG00000251396	LINC01301	lncRNA	same	.
W-44	8	60419412	60425519	-	intron	ENST00000530725,ENST00000664011,ENST00000476425,ENST00000656656,ENST00000702097	ENSG00000251396	LINC01301	lncRNA	same	.
2839	8	60493460	60499925	+	intron	ENST00000700917,ENST00000476425,ENST00000532232,ENST00000702097,ENST00000530725,ENST00000664011,ENST00000656656	ENSG00000251396	LINC01301	lncRNA	opposite	.
2841	8	63143704	63154359	-	no_overlap	.	.	.	.	none	.
2844	8	63919654	63925770	+	intron	ENST00000523191,ENST00000521958,ENST00000648669,ENST00000668083,ENST00000668525,ENST00000524360	ENSG00000253554	LINC01414	lncRNA	opposite	.
2845	8	64121552	64127799	-	intron	ENST00000523191,ENST00000521958,ENST00000648669,ENST00000668083,ENST00000668525,ENST00000524360	ENSG00000253554	LINC01414	lncRNA	same	.
2846	8	64764925	64777239	+	intron	ENST00000310193	ENSG00000172817	CYP7B1	protein_coding	opposite	.
2847	8	65120222	65133148	-	no_overlap	.	.	.	.	none	.
2848	8	65863234	65870470	+	no_overlap	.	.	.	.	none	.
2849	8	67703007	67709671	+	intron	ENST00000297770,ENST00000479862,ENST00000518549,ENST00000638254	ENSG00000165078	CPA6	protein_coding	opposite	.
W-113	8	67921961	67923631	+	no_overlap	.	.	.	.	none	.
2850	8	68888778	68895390	+	intron	ENST00000657605,ENST00000662535,ENST00000665853	ENSG00000253658	LINC01592	lncRNA	opposite	.
2852	8	68971412	68977964	+	intron	ENST00000524286,ENST00000663971,ENST00000519062,ENST00000662535,ENST00000663873,ENST00000663915,ENST00000657605,ENST00000657671,ENST00000662861,ENST00000665853,ENST00000669481,ENST00000518540,ENST00000670857	ENSG00000253658	LINC01592	lncRNA	opposite	.
2855	8	71664664	71670450	+	no_overlap	.	.	.	.	none	.
2856	8	71674936	71683238	+	exon and intron	ENST00000519840,ENST00000691315,ENST00000693596,ENST00000521131	ENSG00000254277	.	lncRNA	same	.
2858	8	72096359	72104776	-	intron	ENST00000518916	ENSG00000235531	MSC-AS1	lncRNA	opposite	.
2860	8	72387848	72395578	+	no_overlap	.	.	.	.	none	.
ERVW-20	8	73821863	73822603	+	intron	ENST00000358757,ENST00000419880,ENST00000517608,ENST00000523278,ENST00000602593,ENST00000650817,ENST00000651945,ENST00000422906,ENST00000519255,ENST00000519277	ENSG00000258677,ENSG00000104343	UBE2W	protein_coding	opposite	.
2862	8	73906199	73914015	+	intron	ENST00000460864	ENSG00000251633	GYG1P1	unprocessed_pseudogene	opposite	.
2863	8	75044836	75048174	+	no_overlap	.	.	.	.	none	.
2864	8	78155678	78162935	+	no_overlap	.	.	.	.	none	.
2865	8	78183499	78187877	-	no_overlap	.	.	.	.	none	.
2866	8	78644760	78654091	+	intron	ENST00000661869	ENSG00000286675	.	lncRNA	opposite	.
2867	8	79386103	79391685	-	no_overlap	.	.	.	.	none	.
2869	8	80739763	80744514	+	intron	ENST00000327835,ENST00000519936,ENST00000520336	ENSG00000164684	ZNF704	protein_coding	opposite	.
2872	8	81898015	81903943	-	intron	ENST00000647805,ENST00000655672,ENST00000656073,ENST00000658926,ENST00000660458,ENST00000661297,ENST00000664711,ENST00000668607,ENST00000670794,ENST00000671467,ENST00000534675	ENSG00000254689	LINC02235	lncRNA	opposite	.
2871	8	81913873	81918742	+	intron	ENST00000647805,ENST00000655672,ENST00000656073,ENST00000658926,ENST00000660458,ENST00000661297,ENST00000664711,ENST00000668607,ENST00000670794,ENST00000671467,ENST00000534675,ENST00000663542	ENSG00000254689	LINC02235	lncRNA	same	.
2873	8	83063600	83073894	+	no_overlap	.	.	.	.	none	.
2876	8	83505869	83510773	-	no_overlap	.	.	.	.	none	.
2875	8	83543695	83550628	+	no_overlap	.	.	.	.	none	.
2878	8	84637446	84644157	-	intron	ENST00000517638,ENST00000517988,ENST00000518566,ENST00000521268,ENST00000521695,ENST00000522455	ENSG00000184672	RALYL	protein_coding	opposite	.
2879	8	85062830	85069150	+	no_overlap	.	.	.	.	none	.
2885	8	86924784	86935729	-	intron	ENST00000517748,ENST00000518476,ENST00000523299	ENSG00000176571	CNBD1	protein_coding	opposite	.
2886	8	87044383	87055688	-	exon and intron	ENST00000522427,ENST00000518476,ENST00000523299	ENSG00000176571	CNBD1	protein_coding	opposite	.
2890	8	88608068	88611504	-	intron	ENST00000658256,ENST00000520312,ENST00000658283,ENST00000701726,ENST00000521433,ENST00000649573,ENST00000653184,ENST00000665922,ENST00000667081,ENST00000670095,ENST00000659668,ENST00000518631	ENSG00000253553	.	lncRNA	opposite	.
2891	8	88741992	88749018	-	intron	ENST00000649573,ENST00000653184,ENST00000659668	ENSG00000253553	.	lncRNA	opposite	.
2895	8	89448802	89455243	+	no_overlap	.	.	.	.	none	.
2897	8	90089332	90095881	-	exon and intron	ENST00000520613,ENST00000514406,ENST00000523716	ENSG00000104327	CALB1	protein_coding	same	.
2898	8	90409685	90416535	-	intron	ENST00000654946,ENST00000661519,ENST00000524361,ENST00000653734,ENST00000655123,ENST00000655219,ENST00000658299,ENST00000658342,ENST00000662692,ENST00000663329,ENST00000667296,ENST00000670903,ENST00000671657,ENST00000654785,ENST00000655523,ENST00000667565,ENST00000668745,ENST00000665012	ENSG00000253394,ENSG00000254180	LINC00534	lncRNA	both	.
2899	8	91947466	91957477	+	exon	ENST00000523629	ENSG00000079102	RUNX1T1	protein_coding	opposite	.
2900	8	92236542	92242718	+	no_overlap	.	.	.	.	none	.
2902	8	92364325	92382034	+	no_overlap	.	.	.	.	none	.
2903	8	92393438	92401145	-	no_overlap	.	.	.	.	none	.
2907	8	94321404	94330623	+	no_overlap	.	.	.	.	none	.
2909	8	97175021	97180753	+	no_overlap	.	.	.	.	none	.
